id,kastid,beginperiode,eindperiode,gemeente,straat,latitude,longitude,snelheidslimiet,vrachtwagenvrijezone,snelheid,tijd,overschreden,type
595,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,30,2023-12-02 05:05:40,0,Bycicle
596,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,37,2023-12-01 02:05:28,1,Car
597,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,54,2023-12-07 06:41:15,1,Motorcycle
598,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,28,2023-12-01 02:35:33,0,Bycicle
599,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,76,2023-12-06 10:44:54,1,Bus
600,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,51,2023-12-04 11:38:45,0,Truck
601,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,45,2023-12-01 09:04:14,0,Bus
602,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,47,2023-12-06 13:19:18,0,Truck
603,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,31,2023-12-01 11:00:22,0,Bycicle
604,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,25,2023-12-02 22:43:54,0,Truck
605,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,69,2023-12-06 08:05:57,1,Truck
606,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,71,2023-12-02 21:17:38,1,Motorcycle
607,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,79,2023-12-04 23:34:53,1,Truck
608,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,42,2023-12-03 13:20:57,0,Motorcycle
609,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,76,2023-12-06 09:33:57,1,Bycicle
610,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,59,2023-12-05 22:21:55,0,Car
611,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,63,2023-12-05 07:12:00,1,Bus
612,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,31,2023-12-06 20:15:55,0,Bycicle
613,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,43,2023-12-07 12:25:10,1,Bycicle
614,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,34,2023-12-07 10:25:05,0,Bycicle
615,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,33,2023-12-05 22:14:30,1,Truck
616,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,32,2023-12-03 03:59:49,1,Bycicle
617,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,68,2023-12-07 18:29:34,0,Truck
618,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,37,2023-12-02 00:14:44,1,Car
619,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,50,2023-12-03 09:34:12,1,Bycicle
620,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,53,2023-12-04 22:54:59,1,Car
621,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,69,2023-12-04 16:23:26,0,Bus
622,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,63,2023-12-03 21:02:29,1,Car
623,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,45,2023-12-05 17:51:58,0,Car
624,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,56,2023-12-05 16:45:19,0,Bycicle
625,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,39,2023-12-04 00:15:32,1,Motorcycle
626,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,36,2023-12-06 17:43:50,0,Truck
627,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,77,2023-12-04 13:20:00,1,Bus
628,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,49,2023-12-01 16:32:18,0,Car
629,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,72,2023-12-05 06:29:23,1,Truck
630,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,27,2023-12-05 20:18:48,0,Bus
631,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,72,2023-12-07 10:08:30,1,Motorcycle
632,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,70,2023-12-03 06:56:55,1,Truck
633,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,25,2023-12-02 02:40:51,0,Bycicle
634,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,44,2023-12-03 11:12:46,0,Bus
635,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,32,2023-12-04 11:31:10,1,Truck
636,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,73,2023-12-02 05:25:24,1,Bycicle
637,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,57,2023-12-07 22:11:52,0,Bus
638,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,68,2023-12-03 17:16:56,0,Car
639,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,41,2023-12-02 16:34:30,0,Bus
640,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,40,2023-12-07 13:09:01,1,Bus
641,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,65,2023-12-01 05:09:14,1,Car
642,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,28,2023-12-06 13:27:54,0,Truck
643,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,25,2023-12-02 20:31:20,0,Truck
644,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,42,2023-12-07 02:06:47,0,Motorcycle
645,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,67,2023-12-05 09:09:55,0,Car
646,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,70,2023-12-01 10:19:04,0,Truck
647,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,75,2023-12-02 19:06:38,1,Bus
648,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,31,2023-12-06 13:12:40,0,Motorcycle
649,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,80,2023-12-01 11:32:16,1,Bycicle
650,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,80,2023-12-06 19:27:37,1,Bycicle
651,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,35,2023-12-01 01:35:51,0,Motorcycle
652,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,72,2023-12-07 14:23:20,1,Truck
653,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,76,2023-12-06 12:19:24,1,Bus
654,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,48,2023-12-06 11:35:01,1,Bycicle
655,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,41,2023-12-02 15:51:31,0,Car
656,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,27,2023-12-01 06:07:00,0,Truck
657,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,34,2023-12-07 04:39:57,0,Bycicle
658,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,52,2023-12-04 00:56:03,0,Bus
659,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,29,2023-12-02 17:57:20,0,Bycicle
660,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,60,2023-12-01 13:49:59,0,Motorcycle
661,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,44,2023-12-01 22:05:41,0,Truck
662,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,37,2023-12-05 09:38:29,0,Bycicle
663,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,72,2023-12-03 14:11:18,1,Truck
664,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,65,2023-12-03 12:01:28,1,Motorcycle
665,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,58,2023-12-05 12:02:20,0,Motorcycle
666,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,75,2023-12-07 12:57:23,1,Bycicle
667,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,64,2023-12-03 04:19:39,1,Truck
668,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,75,2023-12-02 16:37:53,1,Motorcycle
669,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,46,2023-12-01 20:13:15,0,Bus
670,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,63,2023-12-02 15:48:44,0,Bus
671,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,70,2023-12-06 07:20:36,1,Truck
672,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,60,2023-12-02 04:47:39,0,Bus
673,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,60,2023-12-03 22:18:28,1,Bycicle
674,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,30,2023-12-05 08:41:40,0,Motorcycle
675,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,38,2023-12-06 14:17:03,0,Car
676,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,65,2023-12-03 01:01:16,1,Bycicle
677,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,60,2023-12-06 07:14:41,1,Bus
678,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,65,2023-12-01 16:22:34,1,Bus
679,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,43,2023-12-02 18:42:30,0,Bycicle
680,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,31,2023-12-07 18:02:04,1,Motorcycle
681,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,43,2023-12-04 18:46:32,1,Motorcycle
682,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,63,2023-12-03 13:07:19,1,Car
683,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,75,2023-12-02 05:32:39,1,Motorcycle
684,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,69,2023-12-06 12:58:04,0,Truck
685,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,75,2023-12-01 03:25:14,1,Motorcycle
686,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,41,2023-12-05 01:49:19,0,Car
687,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,58,2023-12-01 18:35:04,1,Truck
688,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,34,2023-12-04 05:59:45,1,Motorcycle
689,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,69,2023-12-02 20:04:43,0,Truck
690,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,54,2023-12-02 18:33:40,0,Bus
691,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,45,2023-12-04 09:49:18,1,Bus
692,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,80,2023-12-02 12:29:18,1,Bycicle
693,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,78,2023-12-04 16:23:22,1,Car
694,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,28,2023-12-03 13:52:57,0,Truck
695,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,79,2023-12-07 01:22:12,1,Car
696,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,59,2023-12-01 01:07:14,1,Bus
697,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,67,2023-12-07 07:57:07,0,Bycicle
698,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,49,2023-12-01 10:47:00,0,Truck
699,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,36,2023-12-07 17:41:39,0,Car
700,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,41,2023-12-05 12:11:53,1,Bus
701,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,49,2023-12-02 10:44:59,1,Bus
702,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,63,2023-12-06 14:56:18,1,Car
703,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,28,2023-12-01 06:59:36,0,Bycicle
704,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,77,2023-12-06 12:02:53,1,Bycicle
705,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,55,2023-12-01 07:48:55,0,Motorcycle
706,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,29,2023-12-02 23:31:55,0,Motorcycle
707,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,80,2023-12-06 22:13:28,1,Truck
708,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,71,2023-12-01 11:22:00,1,Bus
709,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,47,2023-12-05 21:56:31,0,Car
710,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,49,2023-12-01 08:01:11,0,Car
711,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,34,2023-12-04 11:08:25,0,Bus
712,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,53,2023-12-04 01:14:04,0,Bus
713,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,28,2023-12-01 22:13:03,0,Car
714,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,74,2023-12-06 15:18:52,1,Motorcycle
715,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,33,2023-12-01 17:53:27,0,Bycicle
716,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,36,2023-12-01 03:02:23,0,Truck
717,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,59,2023-12-07 06:25:32,0,Truck
718,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,39,2023-12-01 05:07:12,0,Bycicle
719,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,49,2023-12-01 12:15:50,0,Bus
720,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,64,2023-12-02 15:39:07,1,Bus
721,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,44,2023-12-06 13:20:16,1,Truck
722,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,62,2023-12-01 23:03:47,1,Motorcycle
723,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,30,2023-12-02 02:24:33,0,Motorcycle
724,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,65,2023-12-02 14:13:37,1,Bus
725,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,76,2023-12-01 10:23:26,1,Car
726,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,50,2023-12-04 06:39:47,1,Bus
727,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,76,2023-12-02 15:14:09,1,Bycicle
728,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,74,2023-12-05 00:30:58,1,Bycicle
729,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,51,2023-12-03 08:13:34,0,Motorcycle
730,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,56,2023-12-05 01:24:32,1,Bus
731,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,32,2023-12-02 08:29:33,1,Car
732,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,48,2023-12-05 13:07:22,0,Bus
733,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,36,2023-12-06 03:07:04,0,Truck
734,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,28,2023-12-03 10:55:53,0,Bycicle
735,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,29,2023-12-02 14:18:14,0,Truck
736,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,53,2023-12-04 10:59:44,0,Motorcycle
737,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,46,2023-12-03 20:00:07,0,Motorcycle
738,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,61,2023-12-04 02:01:12,1,Truck
739,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,39,2023-12-06 20:06:39,0,Bycicle
740,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,50,2023-12-04 16:47:10,1,Bycicle
741,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,42,2023-12-04 09:30:07,0,Bus
742,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,38,2023-12-04 20:39:59,1,Bycicle
743,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,59,2023-12-03 23:04:59,1,Truck
744,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,60,2023-12-06 02:50:03,1,Car
745,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,55,2023-12-02 09:28:57,0,Bus
746,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,47,2023-12-01 20:06:29,0,Bus
747,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,26,2023-12-01 10:08:38,0,Motorcycle
748,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,55,2023-12-06 05:43:24,1,Car
749,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,69,2023-12-07 03:11:32,1,Motorcycle
750,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,69,2023-12-07 08:24:26,1,Bycicle
751,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,64,2023-12-05 16:58:40,1,Car
752,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,30,2023-12-07 18:42:22,0,Bus
753,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,62,2023-12-01 21:33:58,1,Car
754,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,55,2023-12-06 19:41:23,1,Truck
755,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,72,2023-12-07 17:23:25,1,Motorcycle
756,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,28,2023-12-04 20:33:37,0,Car
757,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,71,2023-12-05 13:19:39,1,Car
758,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,30,2023-12-04 12:21:05,0,Bycicle
759,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,63,2023-12-01 05:00:41,1,Motorcycle
760,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,53,2023-12-02 09:51:45,1,Motorcycle
761,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,35,2023-12-04 00:56:30,1,Bus
762,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,26,2023-12-04 21:02:56,0,Car
763,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,80,2023-12-03 13:31:00,1,Bus
764,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,72,2023-12-03 21:44:49,1,Truck
765,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,50,2023-12-02 22:21:50,0,Bycicle
766,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,27,2023-12-02 00:58:08,0,Truck
767,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,50,2023-12-02 18:58:04,0,Car
768,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,60,2023-12-06 22:56:12,1,Motorcycle
769,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,58,2023-12-07 22:05:35,1,Bus
770,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,42,2023-12-05 19:26:12,0,Motorcycle
771,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,79,2023-12-06 13:51:36,1,Bus
772,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,44,2023-12-01 13:13:43,0,Car
773,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,37,2023-12-04 09:39:08,0,Motorcycle
774,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,37,2023-12-01 23:53:45,1,Truck
775,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,68,2023-12-04 11:04:42,1,Bus
776,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,50,2023-12-06 08:08:09,0,Truck
777,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,51,2023-12-02 01:22:08,1,Truck
778,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,79,2023-12-01 00:47:57,1,Bycicle
779,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,27,2023-12-06 10:54:05,0,Motorcycle
780,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,79,2023-12-06 15:45:23,1,Motorcycle
781,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,39,2023-12-06 00:18:29,0,Car
782,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,59,2023-12-01 09:49:52,1,Motorcycle
783,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,29,2023-12-06 06:23:50,0,Bus
784,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,26,2023-12-01 18:17:34,0,Truck
785,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,55,2023-12-05 15:49:57,1,Car
786,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,41,2023-12-06 18:57:04,1,Car
787,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,35,2023-12-02 06:56:18,0,Bycicle
788,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,62,2023-12-04 03:05:55,0,Truck
789,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,36,2023-12-01 18:34:36,1,Car
790,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,66,2023-12-06 22:45:36,0,Bycicle
791,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,41,2023-12-05 22:19:57,1,Car
792,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,69,2023-12-01 23:41:33,0,Car
